City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Raudeberg,NO,61.9875,5.1352,52.86,94,93,7.49,overcast clouds
449,Belmonte,BR,-15.8631,-38.8828,69.49,76,27,5.97,scattered clouds
450,Stromness,GB,58.965,-3.296,55.36,92,100,11.01,moderate rain
451,Svetlogorsk,BY,52.6333,29.7333,56.08,85,99,2.06,overcast clouds
452,Rawson,AR,-43.3002,-65.1023,52.09,46,0,21.85,clear sky
453,Sept-Iles,CA,50.2001,-66.3821,64.92,79,100,17.27,light intensity shower rain
454,Poum,NC,-20.2333,164.0167,79.23,80,100,14.97,light rain
455,Balikpapan,ID,-1.2675,116.8289,82.56,70,95,3.49,light rain
456,The Valley,AI,18.217,-63.0578,82.09,78,100,14.2,overcast clouds
457,Marquette,US,46.5333,-87.6335,67.44,59,0,15.7,clear sky
458,Narrabri,AU,-30.3167,149.7833,60.53,61,23,1.99,few clouds
459,Varberg,SE,57.1056,12.2508,59.05,91,52,7.83,broken clouds
460,Enna,IT,37.5588,14.2892,69.22,52,6,2.84,clear sky
461,Namatanai,PG,-3.6667,152.4333,83.95,68,26,10.0,scattered clouds
462,Sioux Lookout,CA,50.1001,-91.917,57.87,92,95,10.87,overcast clouds
463,Abilene,US,32.4487,-99.7331,93.18,23,4,1.99,clear sky
464,Yantal,RU,56.8471,105.2542,70.2,72,96,2.1,overcast clouds
465,Tahe,CN,52.3333,124.7333,76.15,28,10,6.82,clear sky
466,Santarem,BR,-2.4431,-54.7083,73.53,100,0,4.61,clear sky
467,La Tuque,CA,47.4334,-72.7824,67.08,99,100,9.73,overcast clouds
468,Oktyabrskiy,RU,54.4815,53.471,63.01,89,48,3.02,scattered clouds
469,Gavardo,IT,45.5894,10.4426,74.03,69,56,5.75,broken clouds
470,Chabahar,IR,25.2919,60.643,83.21,86,49,12.46,scattered clouds
471,Piacabucu,BR,-10.4056,-36.4344,74.39,75,16,8.03,few clouds
472,Isabela,PH,6.7085,121.9711,85.59,69,85,4.05,overcast clouds
473,Morococha,PE,-11.5997,-76.1411,34.72,70,34,2.04,scattered clouds
474,Kathu,TH,7.9178,98.3332,84.69,97,100,1.83,overcast clouds
475,Menongue,AO,-14.6585,17.691,50.13,63,28,3.38,scattered clouds
476,Kakonko,TZ,-3.2828,30.9642,66.65,61,81,1.48,broken clouds
477,Price,US,39.5994,-110.8107,88.86,5,0,11.5,clear sky
478,Robertsport,LR,6.7533,-11.3686,75.83,94,100,10.31,heavy intensity rain
479,Dongsheng,CN,39.8161,109.9776,86.65,11,100,15.48,overcast clouds
480,Mutsu,JP,41.2894,141.2169,68.23,74,63,10.94,broken clouds
481,Dunedin,NZ,-45.8742,170.5036,46.24,67,14,5.48,few clouds
482,Rundu,NA,-17.9333,19.7667,50.63,46,5,6.64,clear sky
483,Junction City,US,39.0286,-96.8314,88.72,72,0,5.99,clear sky
484,Bereda,ES,43.2686,-7.5406,63.14,100,100,1.39,overcast clouds
485,Bara,NG,10.3744,10.7288,74.35,87,100,5.66,overcast clouds
486,Alamos,MX,27.0167,-108.9333,82.09,55,100,3.44,overcast clouds
487,Viedma,AR,-40.8135,-62.9967,51.21,44,78,15.97,broken clouds
488,Benguela,AO,-12.5763,13.4055,64.6,78,6,2.1,clear sky
489,Ambon,ID,-3.6954,128.1814,86.14,11,40,3.44,scattered clouds
490,Mocajuba,BR,-2.5842,-49.5072,73.42,85,61,1.45,broken clouds
491,Tomatlan,MX,19.9333,-105.25,77.92,83,83,0.36,broken clouds
492,Port Macquarie,AU,-31.4333,152.9167,66.88,44,0,4.56,clear sky
493,Makakilo City,US,21.3469,-158.0858,82.56,64,40,14.97,scattered clouds
494,Oum Hadjer,TD,13.2954,19.6966,89.67,33,73,9.91,broken clouds
495,Jablanica,BA,43.6603,17.7617,64.2,83,45,5.01,scattered clouds
496,Dagana,MR,16.5165,-15.5068,81.95,45,86,14.38,overcast clouds
497,Marsa Matruh,EG,31.3525,27.2453,72.52,82,0,6.13,clear sky
498,San Ignacio,BZ,17.1561,-89.0714,71.74,94,40,0.0,scattered clouds
499,Qasigiannguit,GL,68.8193,-51.1922,39.45,94,100,2.86,overcast clouds
500,Shangzhi,CN,45.2167,127.9667,65.05,92,100,10.78,overcast clouds
501,Tatabanya,HU,47.5849,18.3932,59.34,95,44,4.76,scattered clouds
502,Santa Cruz,BO,-17.8,-63.1667,74.41,59,0,17.43,clear sky
503,Wattegama,LK,6.7989,81.4808,76.39,78,100,3.8,overcast clouds
504,Gerstetten,DE,48.6333,10.0333,56.84,69,40,1.88,scattered clouds
505,Nakonde,ZM,-9.3421,32.745,54.72,92,20,7.85,few clouds
506,Ternate,ID,0.8,127.4,83.93,69,62,0.25,broken clouds
507,Lastoursville,GA,-0.8143,12.7287,71.08,99,97,2.24,overcast clouds
508,Villacidro,IT,39.4578,8.7406,70.48,48,0,3.33,clear sky
509,Takeo,KH,10.9167,104.8333,87.21,61,94,4.83,overcast clouds
510,Tazovskiy,RU,67.4667,78.7,50.83,52,20,13.96,few clouds
511,Cairns,AU,-16.9167,145.7667,77.11,65,100,13.8,overcast clouds
512,Joshimath,IN,30.5667,79.5667,69.73,71,92,2.46,overcast clouds
513,Kolyvan,RU,55.3053,82.7391,62.22,92,100,8.63,light rain
514,Camacari,BR,-12.6975,-38.3242,78.57,79,62,5.26,broken clouds
515,Asyut,EG,27.181,31.1837,76.95,56,0,17.98,clear sky
516,Manthani,IN,18.65,79.6667,86.56,63,100,8.7,overcast clouds
517,Deputatskiy,RU,69.3,139.9,48.61,48,89,3.22,overcast clouds
518,Mana,GF,5.6592,-53.7767,76.75,87,100,6.04,overcast clouds
519,Dudinka,RU,69.4058,86.1778,52.63,73,100,11.74,overcast clouds
520,Kisangani,CD,0.5167,25.2,70.54,98,100,1.32,light rain
521,Mantua,IT,45.1667,10.7833,78.04,75,58,5.86,broken clouds
522,Ayan,RU,56.45,138.1667,45.21,88,69,9.44,broken clouds
523,Marienburg,PL,54.0359,19.0266,55.11,94,1,5.95,clear sky
524,North Branch,US,45.5113,-92.9802,75.34,57,0,7.76,clear sky
525,Novopokrovka,UA,49.8425,36.5477,60.21,68,99,1.14,overcast clouds
526,Te Anau,NZ,-45.4167,167.7167,46.45,83,12,0.74,few clouds
527,Nuuk,GL,64.1835,-51.7216,38.88,65,100,27.0,light snow
528,Liwonde,MW,-15.0506,35.2035,59.34,90,6,2.08,clear sky
529,Diamantino,BR,-14.4086,-56.4461,75.13,67,32,4.92,scattered clouds
530,Tiznit,MA,29.5833,-9.5,69.49,55,0,1.14,clear sky
531,Micheweni,TZ,-4.9667,39.8333,77.54,77,91,13.04,overcast clouds
532,Chumphon,TH,10.3333,98.8333,79.65,80,100,0.89,overcast clouds
533,Lagos,NG,6.5833,3.75,74.66,90,100,4.0,overcast clouds
534,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,77.85,58,100,3.74,overcast clouds
535,Tavda,RU,58.0425,65.2726,64.26,62,0,2.13,clear sky
536,Beloha,MG,-25.1667,45.05,62.98,65,55,7.29,broken clouds
537,Gamba,GA,-2.65,10.0,70.56,89,100,3.83,overcast clouds
538,Fairbanks,US,64.8378,-147.7164,70.25,53,97,1.01,overcast clouds
539,Beihai,CN,21.4833,109.1,83.73,80,100,15.14,heavy intensity rain
540,Santiago Del Estero,AR,-27.7951,-64.2615,60.33,33,98,7.87,overcast clouds
541,Jaciara,BR,-15.9653,-54.9683,75.63,55,79,3.87,broken clouds
542,Caxito,AO,-8.5785,13.6643,62.4,98,29,3.49,scattered clouds
543,Zorritos,PE,-3.6805,-80.6782,71.89,76,61,2.39,broken clouds
544,Zeya,RU,53.75,127.2667,75.96,38,6,4.47,clear sky
545,Saint Stephen,GB,50.3333,-4.9,61.07,77,86,16.11,overcast clouds
546,Aswan,EG,24.0934,32.907,82.11,29,0,8.77,clear sky
547,Tshikapa,CD,-6.4167,20.8,69.13,42,5,2.75,clear sky
548,Rovaniemi,FI,66.5,25.7167,44.01,87,75,10.36,broken clouds
549,Alexandria,EG,31.2156,29.9553,74.46,78,0,11.05,clear sky
550,Puerto Carreno,CO,6.189,-67.4859,75.42,92,100,2.59,overcast clouds
551,Mackenzie,CA,55.2999,-123.1698,55.56,85,100,5.97,overcast clouds
552,Guiratinga,BR,-16.3494,-53.7583,74.03,56,52,2.59,broken clouds
553,Clinton,US,42.587,-82.9199,86.02,44,0,16.17,clear sky
554,Svetlaya,RU,46.5389,138.3297,58.96,79,72,6.96,broken clouds
555,Bambous Virieux,MU,-20.3428,57.7575,70.21,94,20,5.75,few clouds
556,Yatou,CN,37.15,122.3833,77.47,68,100,8.5,light rain
557,Awbari,LY,26.5921,12.7805,75.72,25,0,11.86,clear sky
558,Ayorou,NE,14.7308,0.9174,82.13,54,100,2.33,overcast clouds
559,Port-Gentil,GA,-0.7193,8.7815,74.98,79,100,10.92,overcast clouds
560,Belawan,ID,3.7755,98.6832,77.29,79,96,3.11,moderate rain
561,Borba,BR,-4.3878,-59.5939,76.32,80,92,1.74,overcast clouds
562,Alibag,IN,18.6411,72.8792,82.47,81,100,7.63,overcast clouds
563,Banjar,ID,-8.19,114.9675,85.57,66,41,0.98,scattered clouds
564,Ponte Nova,BR,-20.4164,-42.9086,56.82,77,0,0.45,clear sky
565,Sal Rei,CV,16.1833,-22.9167,73.17,82,54,16.78,broken clouds
566,Champerico,GT,14.3,-91.9167,76.95,87,100,9.1,overcast clouds
567,Maroantsetra,MG,-15.4333,49.7333,67.21,91,7,4.52,clear sky
568,Taoudenni,ML,22.6783,-3.9836,96.51,23,95,7.67,overcast clouds
569,Garowe,SO,8.4054,48.4845,75.87,63,100,20.11,overcast clouds
570,Davila,PH,18.4726,120.5763,87.06,69,41,9.66,scattered clouds
571,Klyuchi,RU,52.2667,79.1667,59.09,79,94,2.17,light rain
572,Ushumun,RU,52.7833,126.5333,74.77,39,7,7.0,clear sky
573,Ewa Beach,US,21.3156,-158.0072,83.98,64,40,15.01,scattered clouds
574,Rio Bueno,CL,-40.3167,-72.9667,38.1,90,98,4.5,overcast clouds
575,Acari,PE,-15.4311,-74.6158,61.09,81,51,4.63,broken clouds
576,Pauri,IN,30.15,78.7833,73.62,57,37,2.68,scattered clouds
577,Baghmara,IN,23.795,86.2085,84.07,63,99,10.11,overcast clouds
578,Puerto Quijarro,BO,-17.7833,-57.7667,75.25,68,7,3.2,clear sky
579,Griffith,US,41.5284,-87.4237,85.05,45,0,5.75,clear sky
580,Yulin,CN,22.6333,110.15,81.57,85,100,7.49,overcast clouds
581,Camacha,PT,33.0833,-16.3333,63.82,94,20,6.91,few clouds
582,Astoria,US,46.1879,-123.8313,61.72,72,88,1.01,overcast clouds
583,Suwalki,PL,54.1118,22.9309,47.91,95,98,5.1,overcast clouds
584,Colac,AU,-38.3333,143.5833,52.09,76,100,5.97,overcast clouds
585,Sale,MA,34.0389,-6.8166,69.75,100,40,0.0,scattered clouds
586,Tandur,IN,17.2333,77.5833,82.09,64,100,11.23,overcast clouds
587,Galle,LK,6.0367,80.217,80.24,80,100,9.06,light rain
588,Mao,ES,39.8885,4.2658,70.36,94,0,4.61,clear sky
589,Pacific Grove,US,36.6177,-121.9166,70.74,75,0,8.99,clear sky
590,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.09,99,91,1.12,overcast clouds
591,Pringsewu,ID,-5.3582,104.9744,78.13,85,100,1.83,overcast clouds
592,Singaraja,ID,-8.112,115.0882,84.79,66,50,1.14,scattered clouds
593,Sabzevar,IR,36.2126,57.6819,77.22,34,0,17.69,clear sky
594,Pritzwalk,DE,53.1494,12.1741,55.58,91,62,5.95,broken clouds
595,Rio Grande,BR,-32.035,-52.0986,55.94,87,100,6.04,moderate rain
596,Cravo Norte,CO,6.3017,-70.2041,76.1,85,36,0.85,scattered clouds
597,Urdoma,RU,61.7533,48.5442,56.34,82,100,3.27,overcast clouds
598,Yelnya,RU,54.5786,33.1837,50.79,93,100,5.35,overcast clouds
599,Rabo De Peixe,PT,37.8,-25.5833,68.27,91,75,5.75,broken clouds
600,Bayan,CN,46.0833,127.4,70.21,71,97,9.48,overcast clouds
601,Kletnya,RU,53.3897,33.2171,51.89,90,100,4.0,overcast clouds
602,Denpasar,ID,-8.65,115.2167,83.86,89,20,8.05,few clouds
603,Simi Valley,US,34.2695,-118.7815,86.34,63,0,5.01,clear sky
604,Baykit,RU,61.67,96.37,72.05,64,100,9.82,light rain
605,Vostok,RU,46.4856,135.8833,74.95,39,48,2.13,scattered clouds
606,Emerald,AU,-23.5333,148.1667,70.3,38,99,10.96,overcast clouds
607,Bardsir,IR,29.9227,56.5743,73.15,17,0,4.68,clear sky
608,La Cruz,MX,23.9167,-106.9,80.78,73,31,3.49,scattered clouds
609,Tonj,SS,7.2737,28.6822,74.71,74,48,2.39,scattered clouds
610,Yinchuan,CN,38.4681,106.2731,83.17,24,100,8.48,overcast clouds
611,Lawrenceburg,US,38.0373,-84.8966,82.98,71,0,5.75,clear sky
612,Hokitika,NZ,-42.7167,170.9667,54.52,77,83,1.74,broken clouds
613,Juba,SS,4.8517,31.5825,70.2,80,6,2.57,clear sky
614,Omsukchan,RU,62.5333,155.8,48.97,82,100,4.79,light rain
615,Road Town,VG,18.4167,-64.6167,82.44,78,20,6.91,few clouds
616,Abnub,EG,27.2696,31.1511,76.8,58,0,18.3,clear sky
617,Bairiki,KI,1.3292,172.9752,86.0,70,20,11.5,few clouds
618,Hurghada,EG,27.2574,33.8129,77.97,59,0,23.33,clear sky
619,Itaituba,BR,-4.2761,-55.9836,69.13,77,0,1.3,clear sky
620,Nyrob,RU,60.733,56.7202,60.93,98,100,5.28,light rain
621,Otradnoye,RU,59.7775,30.8181,55.04,76,100,6.55,overcast clouds
622,Touros,BR,-5.1989,-35.4608,72.93,82,32,9.46,scattered clouds
623,Synya,RU,65.3718,58.0387,62.8,74,100,7.72,overcast clouds
624,Kirakira,SB,-10.4544,161.9205,83.88,74,76,9.53,broken clouds
625,Mitu,CO,1.1983,-70.1733,69.67,94,69,0.31,broken clouds
626,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.11,88,70,13.85,broken clouds
627,Komsomolskiy,UZ,40.4272,71.7189,72.32,53,98,0.0,overcast clouds
628,Paamiut,GL,61.994,-49.6678,38.57,73,100,17.13,overcast clouds
629,Kearney,US,40.6995,-99.0815,81.16,82,12,8.01,few clouds
630,Bima,ID,-8.4667,118.7167,85.91,65,52,4.34,broken clouds
631,Mehamn,NO,71.0357,27.8492,40.91,87,100,6.91,overcast clouds
632,Dutlwe,BW,-23.9833,23.9,44.94,33,1,8.55,clear sky
633,Muroto,JP,33.2833,134.15,74.48,77,100,2.66,moderate rain
634,Lorengau,PG,-2.0226,147.2712,83.44,77,100,10.56,overcast clouds
635,Nouadhibou,MR,20.931,-17.0347,66.67,83,0,27.16,clear sky
636,Khonsa,IN,27.0167,95.5667,66.65,99,100,2.55,overcast clouds
637,Kashi,CN,39.4547,75.9797,78.87,20,55,9.53,broken clouds
638,Los Algarrobos,PA,8.5,-82.4333,74.43,93,100,1.9,overcast clouds
639,Araguaina,BR,-7.1911,-48.2072,76.93,61,76,3.02,broken clouds
640,Tigil,RU,57.8,158.6667,52.11,92,100,8.03,overcast clouds
641,Nador,MA,35.174,-2.9287,75.45,83,20,4.61,few clouds
642,Andros Town,BS,24.7,-77.7667,82.09,70,100,9.69,overcast clouds
643,Meulaboh,ID,4.1363,96.1285,80.85,71,87,3.6,overcast clouds
644,Kloulklubed,PW,7.0419,134.2556,84.7,68,100,5.01,overcast clouds
645,Flateby,NO,59.8333,11.1667,52.79,95,11,2.26,few clouds
646,Padang,ID,-0.9492,100.3543,80.65,79,96,1.3,overcast clouds
647,Harpenden,GB,51.8168,-0.3571,64.96,71,100,5.75,overcast clouds
648,Kampot,KH,10.6167,104.1833,87.85,67,51,4.27,broken clouds
649,Luau,AO,-10.7073,22.2247,54.91,45,64,5.17,broken clouds
650,Yermakovskoye,RU,53.2831,92.4003,67.55,54,99,0.96,overcast clouds
651,Ibotirama,BR,-12.1853,-43.2206,66.96,39,0,3.2,clear sky
652,Ahipara,NZ,-35.1667,173.1667,62.11,70,100,5.48,light rain
653,Gizo,SB,-8.103,156.8419,84.74,65,11,6.04,few clouds
654,Alpena,US,45.0617,-83.4327,73.72,49,0,4.61,clear sky
655,Mingaora,PK,34.7758,72.3625,76.06,57,90,2.13,overcast clouds
656,Kashiwazaki,JP,37.3667,138.55,75.88,75,100,4.56,overcast clouds
657,Smithers,CA,54.7804,-127.1743,55.72,94,75,6.91,light rain
658,Mgandu,TZ,-5.95,34.1333,57.97,85,21,8.77,few clouds
659,Halle,DE,51.5,12.0,55.9,69,0,5.75,clear sky
660,Geraldton,AU,-28.7667,114.6,66.61,94,75,25.32,heavy intensity rain
661,Bubaque,GW,11.2833,-15.8333,79.29,83,100,17.67,overcast clouds
662,Boyolangu,ID,-8.1181,111.8935,82.42,74,9,1.25,light rain
663,Paracatu,BR,-17.2222,-46.8747,63.03,59,0,1.45,clear sky
664,Chifeng,CN,42.2683,118.9636,80.26,43,99,4.43,overcast clouds
665,Tomakomai,JP,42.6369,141.6033,68.14,83,75,5.75,broken clouds
666,Gravdal,NO,68.1214,13.5031,46.74,80,27,6.35,scattered clouds
667,Ankang,CN,32.68,109.0172,85.84,48,48,1.14,scattered clouds
668,Turan,VN,16.0678,108.2208,87.78,62,0,5.75,clear sky
669,Abbeyleix,IE,52.8992,-7.3575,61.0,80,100,11.01,light rain
670,Alice Springs,AU,-23.7,133.8833,69.22,32,0,12.66,clear sky
671,Toro,CO,4.6117,-76.0814,74.08,97,95,2.37,overcast clouds
